transaction_id,ventureid,typeofcashflow,specification,value,meansofpaymentreturn,intermediarytradingoperation,dateoftransaction,timing,currency,remarks,specificationcategory
GD154_T006,GD154,Expenditure,Frais de désarmement,20867,,,1775,Return,Livres tournois,,Various
GD154_T007,GD154,Expenditure,Reliquats de gages pour l’équipage,20873,,,1775,Return,Livres tournois,,Crew costs
GD154_T008,GD154,Expenditure,Commission de l’armateur,1684,,,1775,Return,Livres tournois,,Commission
GD155_T001,GD155,Expenditure,Not specified,29043.79,,,1786,Outfitting,Livres tournois,,Unspecified in source
GD155_T002,GD155,Expenditure,Not specified,2269.86,,,1786,After outfitting,Livres tournois,,Unspecified in source
GD155_T003,GD155,Expenditure,Not specified,3569.46,,,1787,Outfitting,Livres tournois,,Unspecified in source
GD155_T004,GD155,Expenditure,Not specified,22.075,,,1787,After outfitting,Livres tournois,,Unspecified in source
GD155_T005,GD155,Expenditure,Not specified,30983.275,,,1789,Outfitting,Livres tournois,,Unspecified in source
GD155_T006,GD155,Expenditure,Not specified,4434.49,,,1789,After outfitting,Livres tournois,,Unspecified in source
GD155_T007,GD155,Expenditure,Not specified,11311.125,,,1792,Outfitting,Livres tournois,,Unspecified in source
GD155_T008,GD155,Expenditure,Not specified,609.95,,,1792,After outfitting,Livres tournois,,Unspecified in source
GD155_T009,GD155,Return,Not specified,9274.56,,,1788-04-30,Return,Livres tournois,,Unspecified in source
GD155_T010,GD155,Return,Not specified,6963.39,,,1788-04-30,Return,Livres tournois,,Unspecified in source
GD155_T011,GD155,Return,Not specified,1660.48,,,1789-04-26,Return,Livres tournois,,Unspecified in source
GD155_T012,GD155,Return,Not specified,627.76,,,1789-12-19,Return,Livres tournois,,Unspecified in source
GD155_T013,GD155,Return,Not specified,294.22,,,1789-12-31,Return,Livres tournois,,Unspecified in source
GD155_T014,GD155,Return,Not specified,5879.76,,,1790-04-20,Return,Livres tournois,,Unspecified in source
GD155_T015,GD155,Return,Not specified,461.89,,,1790-12-01,Return,Livres tournois,,Unspecified in source
GD155_T016,GD155,Return,Not specified,5553.925,,,1791-03-01,Return,Livres tournois,,Unspecified in source
GD155_T017,GD155,Return,Not specified,14488.18,,,1791-07-15,Return,Livres tournois,,Unspecified in source
GD155_T018,GD155,Return,Not specified,2265.79,,,1792-04-30,Return,Livres tournois,,Unspecified in source
GD155_T019,GD155,Return,Not specified,6301.18,,,1792-04-30,Return,Livres tournois,,Unspecified in source
GD155_T020,GD155,Return,Not specified,14376.67,,,1793-11-24,Return,Livres tournois,,Unspecified in source
GD155_T021,GD155,Return,Not specified,2960.11,,,1793-12-11,Return,Livres tournois,,Unspecified in source
GD155_T022,GD155,Return,Not specified,1911.75,,,1796-07-04,Return,Livres tournois,,Unspecified in source
GD155_T023,GD155,Return,Reste à recouvrer,16805.46,,,1796-06-24,Return,Livres tournois,Sommes restant à recouvrer,Doubtful credit
GD155_T024,GD155,Return,Reste à recouvrer,44815.15,,,1792-04-30,Return,Livres tournois,Sommes restant à recouvrer,Doubtful credit
GD156_T001,GD156,Expenditure,Navire,14000,,,1785-12-15,Outfitting,Livres tournois,,Value of ship after arrival
GD156_T002,GD156,Expenditure,gages de l’équipage,3531,,,1785-12-15,Outfitting,Livres tournois,,Crew costs
GD156_T003,GD156,Expenditure,Radoub,17672.75,,,1785-12-15,Outfitting,Livres tournois,"35203,75 – gages et navire",Outfitting costs
GD156_T004,GD156,Expenditure,Vivres,17746.95,,,1785-12-15,Outfitting,Livres tournois,,Victuals
GD156_T005,GD156,Return,Primes de l’État,7000,,,1785-12-15,Outfitting,Livres tournois,,Various
GD156_T006,GD156,Expenditure,Cargaison et frais,90554,,,1785-12-15,Outfitting,Livres tournois,,Sales of other goods
GD156_T007,GD156,Expenditure,Assurance sur la mise-hors,2673.75,,,1787-04-20,Return,Livres tournois,Précisé “Payable 10 mois après l’arrivée à Saint-Domingue” p. 20,Insurance costs
GD156_T008,GD156,Expenditure,Assurance sur la cargaison,5347.5,,,1787-04-20,Return,Livres tournois,Précisé “Payable 8 mois après la connaissance (?) Paris” p. 22,Insurance costs
GD156_T009,GD156,Return,Vente du navire,14000,,,1787-04-20,Return,Livres tournois,,Value of ship after arrival
GD156_T010,GD156,Return,Fret,3305.35,,,1787-04-20,Return,Livres tournois,,Freight compensation
GD156_T011,GD156,Return,Vente de la cargaison et quelques lettres et espèces,57942.02,,,1787-04-20,Return,Livres tournois,,Sales of other goods
GD156_T012,GD156,Expenditure,Payé à l’équipage,14364.5,,,1787-04-20,Return,Livres tournois,,Crew costs
GD156_T013,GD156,Expenditure,Frais de désarmement,6813.7,,,1787-04-20,Return,Livres tournois,,Various
GD156_T014,GD156,Expenditure,Assurance de retour,2975,,,1787-04-20,Return,Livres tournois,,Insurance costs
GD156_T015,GD156,Expenditure,Port de lettres,600,,,1787-04-20,Return,Livres tournois,,Freight compensation
GD156_T016,GD156,Return,Vente reçu par autre navire,19715.94,,,1787-04-20,Outfitting,Livres tournois,,Sales of other goods
GD157_T001,GD157,Expenditure,Navire,20000,,,1788-02-15,Outfitting,Livres tournois,,Value of ship before departure
GD157_T002,GD157,Expenditure,gages de l’équipage,4377,,,1788-02-15,Outfitting,Livres tournois,Voir la correction de l’erreur de 1000 p. 35,Crew costs
GD157_T003,GD157,Expenditure,Radoub,24331.05,,,1788-02-15,Outfitting,Livres tournois,,Outfitting costs
GD157_T004,GD157,Expenditure,Victuailles,22872.1,,,1788-02-15,Outfitting,Livres tournois,Il semble y avoir une erreur de calcul. Je rajoute ce qu’il faut pour retrouver les chiffres du livre (affaire de moins de 300 livres),Victuals
GD157_T005,GD157,Return,Primes de l’État,14160,,,1788-02-15,Outfitting,Livres tournois,,Various
GD157_T006,GD157,Expenditure,Assurance de la mise-hors,4286,,,1789-05-15,Return,Livres tournois,,Insurance costs
GD157_T007,GD157,Expenditure,Cargaison,167534.35,,,1788-02-15,Outfitting,Livres tournois,,Sales of other goods
GD157_T008,GD157,Expenditure,Assurance de la cargaison,11055.6,,,1789-05-15,Return,Livres tournois,,Insurance costs
GD157_T009,GD157,Expenditure,Commission 2%,5034.5,,,1788-02-15,Outfitting,Livres tournois,Calculée net de prime mais sans les assurances. J’ajoute 247.5 pour trouver les chiffres suivants,Commission
GD157_T010,GD157,Return,Vente du navire,19500,,,1789-05-15,Return,Livres tournois,,Value of ship after arrival
GD157_T011,GD157,Return,Vente de la cargaison,205052.3,,,1789-05-15,Return,Livres tournois,,Sales of other goods
GD157_T012,GD157,Expenditure,Payé à l’équipage,15387.4,,,1789-05-15,Return,Livres tournois,,Crew costs
GD157_T013,GD157,Expenditure,Frais de désarmement,10794.25,,,1789-05-15,Return,Livres tournois,,Various
GD157_T014,GD157,Expenditure,Assurance sur esclaves,2000,,,1789-05-15,Return,Livres tournois,,Insurance costs
GD157_T015,GD157,Expenditure,Assurance navire retour,2062.5,,,1789-05-15,Return,Livres tournois,,Insurance costs
GD157_T016,GD157,Expenditure,Assurance cargaison retour,2800,,,1789-05-15,Return,Livres tournois,,Insurance costs
GD157_T017,GD157,Expenditure,Commission,4491,,,1789-05-15,Return,Livres tournois,Recalculée car pas assignée à ses propres 2/3,Commission
GD157_T018,GD157,Return,Reste à recouvrer (billets à ordre au Cap),252488.44,,,1789-05-15,Return,Livres tournois,"Silvia pense que ce sont les livres tournois. Comme ce sont des billets à ordre au Cap à recouvrer là-bas, je pense que ce sont les livres d’Amérique",Doubtful credit
GD158_T001,GD158,Expenditure,Navire,12000,,,1788-12-08,Outfitting,Livres tournois,,Value of ship before departure
GD158_T002,GD158,Expenditure,Gages trois mois d’avance,3375,,,1788-12-08,Outfitting,Livres tournois,,Crew costs
GD158_T003,GD158,Expenditure,Radoub,15768.65,,,1788-12-08,Outfitting,Livres tournois,,Outfitting costs
GD158_T004,GD158,Expenditure,Victuailles,16755.75,,,1788-12-08,Outfitting,Livres tournois,,Victuals
GD158_T005,GD158,Expenditure,Assurance de la mise-hors,2217.5,,,1790-04-08,Return,Livres tournois,,Insurance costs
GD158_T006,GD158,Expenditure,Cargaison,81022.2,,,1788-12-08,Outfitting,Livres tournois,,Sales of other goods
GD158_T007,GD158,Expenditure,Commission 2%,2578.4,,,1788-12-08,Outfitting,Livres tournois,,Commission
GD158_T008,GD158,Return,Prime,7880,,,1788-12-08,Outfitting,Livres tournois,,Various
GD158_T009,GD158,Expenditure,Assurance de la cargaison,4635,,,1790-04-08,Return,Livres tournois,,Insurance costs
GD158_T010,GD158,Return,Fret,1727.9,,,1790-04-08,Return,Livres tournois,,Freight compensation
GD158_T011,GD158,Return,Vente de la marchandise,88234.45,,,1790-04-08,Return,Livres tournois,,Sales of other goods
GD158_T012,GD158,Expenditure,Payé à l’équipage,13119.2,,,1790-04-08,Return,Livres tournois,,Crew costs
GD158_T013,GD158,Expenditure,Frais de désarmement,4813.65,,,1790-04-08,Return,Livres tournois,,Various
GD158_T014,GD158,Expenditure,Assurance de retour,2975,,,1790-04-08,Return,Livres tournois,,Insurance costs
GD158_T015,GD158,Expenditure,Commission,1657.5,,,1790-04-08,Return,Livres tournois,,Commission
GD158_T016,GD158,Return,Reste à recouvrer (billets à ordre au Cap),169054.2,,,1790-04-08,Return,Livres tournois,"Reste à recouvrer (billets à ordre au Cap). Je suppose aussi que le “reste dû” dans la somme finale est fausse, puisqu’elle ne prend pas en compte les avances de Nairac. Je suppose que la somme est en livres coloniales",Doubtful credit
GD158_T017,GD158,Return,Navire,11500,,,1790-04-08,Return,Livres tournois,Prix tiré du le compte d’armement du voyage suivant,Value of ship after arrival
GD159_T001,GD159,Expenditure,Navire et doublure de cuivre,35400,,,1790-03-30,Outfitting,Livres tournois,,Value of ship before departure
GD159_T002,GD159,Expenditure,Radoub à Lorient,27921.8,,,1790-03-30,Outfitting,Livres tournois,,Outfitting costs
GD159_T003,GD159,Expenditure,Assurance Lorient,990,,,1790-03-30,Outfitting,Livres tournois,,Insurance costs
GD159_T004,GD159,Expenditure,gages de l’équipage,4590,,,1790-03-30,Outfitting,Livres tournois,,Crew costs
GD159_T005,GD159,Expenditure,Autre radoub,16347.9,,,1790-03-30,Outfitting,Livres tournois,,Outfitting costs
GD159_T006,GD159,Expenditure,Vivres,24723.9,,,1790-03-30,Outfitting,Livres tournois,,Victuals
GD159_T007,GD159,Expenditure,Assurance de la mise-hors,5893.65,,,1791-08-16,Return,Livres tournois,,Insurance costs
GD159_T008,GD159,Expenditure,Cargaison,216812.35,,,1790-03-30,Outfitting,Livres tournois,,Sales of other goods
GD159_T009,GD159,Expenditure,Comission 2%,6535.7,,,1790-03-30,Outfitting,Livres tournois,,Commission
GD159_T010,GD159,Return,Prime de l’état,15360,,,1790-03-30,Outfitting,Livres tournois,,Various
GD159_T011,GD159,Expenditure,Assurance de la cargaison,11672.5,,,1791-08-16,Return,Livres tournois,,Insurance costs
GD159_T012,GD159,Return,Fret,5992.45,,,1791-08-16,Return,Livres tournois,,Freight compensation
GD159_T013,GD159,Return,Créances diverses,4952.25,,,1791-08-16,Return,Livres tournois,,Credit
GD159_T014,GD159,Return,Vente de la cargaison,165173.05,,,1791-08-16,Return,Livres tournois,,Sales of other goods
GD159_T015,GD159,Expenditure,Payé à l’équipage,15684.75,,,1791-08-16,Return,Livres tournois,,Crew costs
GD159_T016,GD159,Expenditure,Frais de désarmement,6967.39,,,1791-08-16,Return,Livres tournois,,Various
GD159_T017,GD159,Expenditure,Assurance de retour,3625,,,1791-08-16,Return,Livres tournois,,Insurance costs
GD159_T018,GD159,Expenditure,Commission,3303.42,,,1791-08-16,Return,Livres tournois,,Commission
GD159_T019,GD159,Return,Reste à recouvrer au Cap,273567.9,,,1791-08-16,Return,Livres tournois,"Silvia pense que ce sont les livres tournois. Comme ce sont des billets à ordre au Cap à recouvrer là-bas, je pense que ce sont les livres d’Amérique",Doubtful credit
GD159_T020,GD159,Return,Navire,40000,,,1791-08-16,Return,Livres tournois,Pris sur le voyage suivant (avec les ustenciles utiles aux Antilles),Value of ship after arrival
GD160_T001,GD160,Expenditure,Navire,11500,,,1791-04-18,Outfitting,Livres tournois,,Value of ship before departure
GD160_T002,GD160,Expenditure,gages de l’équipage,3318,,,1791-04-18,Outfitting,Livres tournois,,Crew costs
GD160_T003,GD160,Expenditure,Autre radoub,21182.85,,,1791-04-18,Outfitting,Livres tournois,,Outfitting costs
GD160_T004,GD160,Expenditure,Vivres,8627.75,,,1791-04-18,Outfitting,Livres tournois,,Victuals
GD160_T005,GD160,Expenditure,Assurance de la mise-hors,2500,,,1793-01-26,Return,Livres tournois,,Insurance costs
GD160_T006,GD160,Expenditure,Cargaison,99069.5,,,1791-04-18,Outfitting,Livres tournois,,Sales of other goods
GD160_T007,GD160,Expenditure,Assurance de la cargaison,8562.5,,,1793-01-26,Return,Livres tournois,,Insurance costs
GD160_T008,GD160,Expenditure,Commission,2873.95,,,1791-04-18,Outfitting,Livres tournois,,Commission
GD160_T009,GD160,Return,Prime de l’état moins escompte,8036,,,1791-04-18,Outfitting,Livres tournois,,Various
GD160_T010,GD160,Expenditure,Divers,230,,,1791-04-18,Outfitting,Livres tournois,,Various
GD160_T011,GD160,Return,Fret,1186.63,,,1793-01-26,Return,Livres tournois,,Freight compensation
GD160_T012,GD160,Return,Navire,16500,,,1793-01-26,Return,Livres tournois,,Value of ship after arrival
GD160_T013,GD160,Return,Vente de la cargaison,89526.64,,,1793-01-26,Return,Livres tournois,,Sales of other goods
GD160_T014,GD160,Expenditure,gages de l’équipage,9893,,,1793-01-26,Return,Livres tournois,,Crew costs
GD160_T015,GD160,Expenditure,Frais de désarmement,3841.94,,,1793-01-26,Return,Livres tournois,,Various
GD160_T016,GD160,Expenditure,Assurance de retour et ajustements,8345.67,,,1793-01-26,Return,Livres tournois,L’assurance sur la cargaison de l’aller n’est pas la même dans le compte de désarmement et dans le compte d’armement,Insurance costs
GD160_T017,GD160,Expenditure,Commission,2144.15,,,1793-01-26,Return,Livres tournois,,Commission
GK001_T001,GK001,Expenditure,Value of ship before departure,30000,,,,Outfitting,Dutch Guilder,,Ship
GK001_T002,GK001,Expenditure,Outfitting costs,13115,,,,Outfitting,Dutch Guilder,,Outfitting
GK001_T003,GK001,Expenditure,Advance crew payment,1719,,,,Outfitting,Dutch Guilder,,Wages
GK001_T004,GK001,Expenditure,Insurance hull,1664,,,,Outfitting,Dutch Guilder,,Insurance
GK001_T005,GK001,Expenditure,Insurance cargo,1301,,,,Outfitting,Dutch Guilder,,Insurance
GK001_T006,GK001,Expenditure,Trade cargo costs,56459,,,,Outfitting,Dutch Guilder,,Trade cargo
GK001_T007,GK001,Expenditure,Other expenses,9019,,,,Outfitting,Dutch Guilder,,Various
GK001_T008,GK001,Return,Value of ship after voyage,27000,,,,Return,Dutch Guilder,,Ship
GK001_T009,GK001,Return,Bills of exchange sold,97062,,,,Return,Dutch Guilder,,Credit
GK001_T010,GK001,Expenditure,Wages crew (including bonuses),10958,,,,Return,Dutch Guilder,,Wages
GK001_T011,GK001,Expenditure,Other expenses,1259,,,,Return,Dutch Guilder,,Various
GK002_T001,GK002,Expenditure,Value of ship before departure,27000,,,,Outfitting,Dutch Guilder,,Ship
GK002_T002,GK002,Expenditure,Outfitting costs,15888,,,,Outfitting,Dutch Guilder,,Outfitting
GK002_T003,GK002,Expenditure,Advance crew payment,1772,,,,Outfitting,Dutch Guilder,,Wages
GK002_T004,GK002,Expenditure,Insurance hull,1659,,,,Outfitting,Dutch Guilder,,Insurance
GK002_T005,GK002,Expenditure,Insurance cargo,1485,,,,Outfitting,Dutch Guilder,,Insurance
GK002_T006,GK002,Expenditure,Trade cargo costs,56167,,,,Outfitting,Dutch Guilder,,Trade cargo
GK002_T007,GK002,Expenditure,Other expenses,8047,,,,Outfitting,Dutch Guilder,,Various
GK002_T008,GK002,Return,Value of ship after voyage,24000,,,,Return,Dutch Guilder,,Ship
GK002_T009,GK002,Return,Bills of exchange sold,39058,,,,Return,Dutch Guilder,,Credit
GK002_T010,GK002,Return,Outstanding claims in colony,60489,credit,,,Return,Dutch Guilder,,Credit
GK002_T011,GK002,Return,Freight and passengers,5393,,,,Return,Dutch Guilder,,Freight and passengers
GK002_T012,GK002,Expenditure,Wages crew (including bonuses),13217,,,,Return,Dutch Guilder,,Wages
GK002_T013,GK002,Expenditure,Insurance on return,45,,,,Return,Dutch Guilder,,Insurance
GK002_T014,GK002,Expenditure,Other expenses,3428,,,,Return,Dutch Guilder,,Various
GK003_T001,GK003,Expenditure,Value of ship before departure,24000,,,,Outfitting,Dutch Guilder,,Ship
GK003_T002,GK003,Expenditure,Outfitting costs,16238,,,,Outfitting,Dutch Guilder,,Outfitting
GK003_T003,GK003,Expenditure,Advance crew payment,2476,,,,Outfitting,Dutch Guilder,,Wages
GK003_T004,GK003,Expenditure,Insurance hull,1385,,,,Outfitting,Dutch Guilder,,Insurance
GK003_T005,GK003,Expenditure,Insurance cargo,1857,,,,Outfitting,Dutch Guilder,,Insurance
GK003_T006,GK003,Expenditure,Trade cargo costs,49888,,,,Outfitting,Dutch Guilder,,Trade cargo
GK003_T007,GK003,Expenditure,Other expenses,7834,,,,Outfitting,Dutch Guilder,,Various
GK003_T008,GK003,Return,Value of ship after voyage,21000,,,,Return,Dutch Guilder,,Ship
GK003_T009,GK003,Return,Plantation produce received,39462,,,,Return,Dutch Guilder,,Cargo
GK003_T010,GK003,Return,Outstanding claims in colony,32552,credit,,,Return,Dutch Guilder,,Credit
GK003_T011,GK003,Return,African goods sold,13875,,,,Return,Dutch Guilder,,Cargo
GK003_T012,GK003,Expenditure,Wages crew (including bonuses),10031,,,,Return,Dutch Guilder,,Wages
GK003_T013,GK003,Expenditure,Insurance on return,1269,,,,Return,Dutch Guilder,,Insurance
GK003_T014,GK003,Expenditure,Other expenses,754,,,,Return,Dutch Guilder,,Various
GK004_T001,GK004,Expenditure,Value of ship before departure,20400,,,,Outfitting,Dutch Guilder,,Ship
GK004_T002,GK004,Expenditure,Outfitting costs,20010,,,,Outfitting,Dutch Guilder,,Outfitting
GK004_T003,GK004,Expenditure,Advance crew payment,2081,,,,Outfitting,Dutch Guilder,,Wages
GK004_T004,GK004,Expenditure,Insurance hull,588,,,,Outfitting,Dutch Guilder,,Insurance
GK004_T005,GK004,Expenditure,Insurance cargo,2935,,,,Outfitting,Dutch Guilder,,Insurance
GK004_T006,GK004,Expenditure,Trade cargo costs,49317,,,,Outfitting,Dutch Guilder,,Trade cargo
GK004_T007,GK004,Expenditure,Other expenses,7446,,,,Outfitting,Dutch Guilder,,Various
GK004_T008,GK004,Return,Value of ship after voyage,18000,,,,Return,Dutch Guilder,,Ship
GK004_T009,GK004,Return,Bills of exchange sold,62990,,,,Return,Dutch Guilder,,Credit
GK004_T010,GK004,Return,Plantation produce received,4838,,,,Return,Dutch Guilder,,Cargo
GK004_T011,GK004,Return,Outstanding debts in colony,12230,credit,,,Return,Dutch Guilder,,Credit
GK004_T012,GK004,Return,Freight and passengers,200,,,,Return,Dutch Guilder,,Freight and passengers
GK004_T013,GK004,Return,African goods sold,15579,,,,Return,Dutch Guilder,,Cargo
GK004_T014,GK004,Return,Returned trade cargo,81,,,,Return,Dutch Guilder,,Trade cargo
GK004_T015,GK004,Expenditure,Wages crew (including bonuses),12422,,,,Return,Dutch Guilder,,Wages
GK004_T016,GK004,Expenditure,Other expenses,506,,,,Return,Dutch Guilder,,Various
GK004_T017,GK004,Expenditure,Costs payable to correspondent,2000,credit,,,Return,Dutch Guilder,,Commission
GK005_T001,GK005,Expenditure,Value of ship before departure,42000,,,,Outfitting,Dutch Guilder,,Ship
GK005_T002,GK005,Expenditure,Outfitting costs,26560,,,,Outfitting,Dutch Guilder,,Outfitting
GK005_T003,GK005,Expenditure,Advance crew payment,1607,,,,Outfitting,Dutch Guilder,,Wages
GK005_T004,GK005,Expenditure,Insurance hull,3782,,,,Outfitting,Dutch Guilder,,Insurance
GK005_T005,GK005,Expenditure,Insurance cargo,4042,,,,Outfitting,Dutch Guilder,,Insurance
GK005_T006,GK005,Expenditure,Trade cargo costs,39443,,,,Outfitting,Dutch Guilder,,Trade cargo
GK005_T007,GK005,Expenditure,Other expenses,4251,,,,Outfitting,Dutch Guilder,,Various
GK005_T008,GK005,Return,Value of ship after voyage,21000,,,,Return,Dutch Guilder,,Ship
GK005_T009,GK005,Return,Bills of exchange sold,112223,,,,Return,Dutch Guilder,,Credit
GK005_T010,GK005,Return,Freight and passengers,10350,,,,Return,Dutch Guilder,,Freight and passengers
GK005_T011,GK005,Expenditure,Wages crew (including bonuses),18907,,,,Return,Dutch Guilder,,Wages
GK005_T012,GK005,Expenditure,Insurance on return,384,,,,Return,Dutch Guilder,,Insurance
GK005_T013,GK005,Expenditure,Other expenses,2349,,,,Return,Dutch Guilder,,Various
GK006_T001,GK006,Expenditure,Value of ship before departure,15000,,,,Outfitting,Dutch Guilder,,Ship
GK006_T002,GK006,Expenditure,Outfitting costs,13801,,,,Outfitting,Dutch Guilder,,Outfitting
GK006_T003,GK006,Expenditure,Advance crew payment,1535,,,,Outfitting,Dutch Guilder,,Wages
GK006_T004,GK006,Expenditure,Insurance hull,1824,,,,Outfitting,Dutch Guilder,,Insurance
GK006_T005,GK006,Expenditure,Insurance cargo,1468,,,,Outfitting,Dutch Guilder,,Insurance
GK006_T006,GK006,Expenditure,Trade cargo costs,27157,,,,Outfitting,Dutch Guilder,,Trade cargo
GK006_T007,GK006,Expenditure,Other expenses,5693,,,,Outfitting,Dutch Guilder,,Various
GK006_T008,GK006,Return,Value of ship after voyage,12000,,,,Return,Dutch Guilder,,Ship
GK006_T009,GK006,Return,Bills of exchange sold,55403,,,,Return,Dutch Guilder,,Credit
GK006_T010,GK006,Return,Outstanding claims,466,credit,,,Return,Dutch Guilder,Claim on ship captain,Unknown
GK006_T011,GK006,Return,Freight and passengers,492,,,,Return,Dutch Guilder,,Freight and passengers
GK006_T012,GK006,Return,Returned trade cargo,32,,,,Return,Dutch Guilder,,Trade cargo
GK006_T013,GK006,Expenditure,Wages crew (including bonuses),8690,,,,Return,Dutch Guilder,,Wages
GK006_T014,GK006,Expenditure,Other expenses,305,,,,Return,Dutch Guilder,,Various
GK007_T001,GK007,Expenditure,Value of ship before departure,12000,,,,Outfitting,Dutch Guilder,,Ship
GK007_T002,GK007,Expenditure,Outfitting costs,11094,,,,Outfitting,Dutch Guilder,,Outfitting
GK007_T003,GK007,Expenditure,Advance crew payment,2146,,,,Outfitting,Dutch Guilder,,Wages
GK007_T004,GK007,Expenditure,Insurance hull,1339,,,,Outfitting,Dutch Guilder,,Insurance
GK007_T005,GK007,Expenditure,Insurance cargo,1468,,,,Outfitting,Dutch Guilder,,Insurance
GK007_T006,GK007,Expenditure,Trade cargo costs,30915,,,,Outfitting,Dutch Guilder,,Trade cargo
GK007_T007,GK007,Expenditure,Other expenses,6495,,,,Outfitting,Dutch Guilder,,Various
GK007_T008,GK007,Return,Value of ship after voyage,9000,,,,Return,Dutch Guilder,,Ship
GK007_T009,GK007,Return,Bills of exchange sold,45132,,,,Return,Dutch Guilder,,Credit
GK007_T010,GK007,Return,Plantation produce received,39199,,,,Return,Dutch Guilder,,Cargo
GK007_T011,GK007,Return,Insurance claim,4095,,,,Return,Dutch Guilder,,Insurance
GK007_T012,GK007,Expenditure,Wages crew (including bonuses),17458,,,,Return,Dutch Guilder,,Wages
GK007_T013,GK007,Expenditure,Other expenses,14099,,,,Return,Dutch Guilder,,Various
GK008_T001,GK008,Expenditure,Outfitting costs,25853,,,,Outfitting,Dutch Guilder,,Outfitting
GK008_T002,GK008,Expenditure,Advance crew payment,1554,,,,Outfitting,Dutch Guilder,,Wages
GK008_T003,GK008,Expenditure,Insurance hull,1346,,,,Outfitting,Dutch Guilder,,Insurance
GK008_T004,GK008,Expenditure,Insurance cargo,1116,,,,Outfitting,Dutch Guilder,,Insurance
GK008_T005,GK008,Expenditure,Trade cargo costs,35044,,,,Outfitting,Dutch Guilder,,Trade cargo
GK008_T006,GK008,Expenditure,Other expenses,5958,,,,Outfitting,Dutch Guilder,,Various
GK008_T007,GK008,Return,Value of ship after voyage,9000,,,,Return,Dutch Guilder,,Ship
GK008_T008,GK008,Return,Bills of exchange sold,75409,,,,Return,Dutch Guilder,,Credit
GK008_T009,GK008,Return,Plantation produce received,1745,,,,Return,Dutch Guilder,,Cargo
GK008_T010,GK008,Return,Cash received,346,,,,Return,Dutch Guilder,,Cash
GK008_T011,GK008,Return,Freight and passengers,3182,,,,Return,Dutch Guilder,,Freight and passengers
GK008_T012,GK008,Return,African goods sold,5444,,,,Return,Dutch Guilder,,Cargo
GK008_T013,GK008,Return,Insurance claim,3396,,,,Return,Dutch Guilder,,Insurance
GK008_T014,GK008,Return,Sold equipment,156,,,,Return,Dutch Guilder,,Various
GK008_T015,GK008,Return,Returned trade cargo,449,,,,Return,Dutch Guilder,,Trade cargo
GK008_T016,GK008,Expenditure,Wages crew (including bonuses),12833,,,,Return,Dutch Guilder,,Wages
GK008_T017,GK008,Expenditure,Other expenses,2102,,,,Return,Dutch Guilder,,Various
GK009_T001,GK009,Expenditure,Value of ship before departure,9000,,,,Outfitting,Dutch Guilder,,Ship
GK009_T002,GK009,Expenditure,Outfitting costs,15019,,,,Outfitting,Dutch Guilder,,Outfitting
GK009_T003,GK009,Expenditure,Advance crew payment,1550,,,,Outfitting,Dutch Guilder,,Wages
GK009_T004,GK009,Expenditure,Insurance hull,829,,,,Outfitting,Dutch Guilder,,Insurance
GK009_T005,GK009,Expenditure,Insurance cargo,1113,,,,Outfitting,Dutch Guilder,,Insurance
GK009_T006,GK009,Expenditure,Trade cargo costs,33095,,,,Outfitting,Dutch Guilder,,Trade cargo
GK009_T007,GK009,Expenditure,Other expenses,6471,,,,Outfitting,Dutch Guilder,,Various
GK009_T008,GK009,Return,Value of ship after voyage,10440,,,,Return,Dutch Guilder,,Ship
GK009_T009,GK009,Return,Bills of exchange sold,54474,,,,Return,Dutch Guilder,,Credit
GK009_T010,GK009,Return,Plantation produce received,91,,,,Return,Dutch Guilder,,Cargo
GK009_T011,GK009,Return,Outstanding claims,4049,credit,,,Return,Dutch Guilder,,Unknown
GK009_T012,GK009,Return,Freight and passengers,3133,,,,Return,Dutch Guilder,,Freight and passengers
GK009_T013,GK009,Return,African goods sold,51,,,,Return,Dutch Guilder,,Cargo
GK009_T014,GK009,Return,Insurance claim,1123,,,,Return,Dutch Guilder,,Insurance
GK009_T015,GK009,Return,Returned trade cargo,1503,,,,Return,Dutch Guilder,,Trade cargo
GK009_T016,GK009,Expenditure,Wages crew (including bonuses),13971,,,,Return,Dutch Guilder,,Wages
GK009_T017,GK009,Expenditure,Insurance on return,1353,,,,Return,Dutch Guilder,,Insurance
GK009_T018,GK009,Expenditure,Other expenses,1502,,,,Return,Dutch Guilder,,Various
GK010_T001,GK010,Expenditure,Value of ship before departure,10440,,,,Outfitting,Dutch Guilder,,Ship
GK010_T002,GK010,Expenditure,Outfitting costs,17182,,,,Outfitting,Dutch Guilder,,Outfitting
GK010_T003,GK010,Expenditure,Advance crew payment,1605,,,,Outfitting,Dutch Guilder,,Wages
GK010_T004,GK010,Expenditure,Insurance hull,832,,,,Outfitting,Dutch Guilder,,Insurance
GK010_T005,GK010,Expenditure,Insurance cargo,1235,,,,Outfitting,Dutch Guilder,,Insurance
GK010_T006,GK010,Expenditure,Trade cargo costs,41971,,,,Outfitting,Dutch Guilder,,Trade cargo
GK010_T007,GK010,Expenditure,Other expenses,6832,,,,Outfitting,Dutch Guilder,,Various
GK010_T008,GK010,Return,Bills of exchange sold,67808,,,,Return,Dutch Guilder,,Credit
GK010_T009,GK010,Return,Insurance claim,8713,,,,Return,Dutch Guilder,,Insurance
